51,192,12495,1,0,0:0:0:0:
51,192,12926,1,0,0:0:0:0:
64,192,13357,1,0,0:0:0:0:
51,192,13572,1,0,0:0:0:0:
51,192,13788,1,0,0:0:0:0:
64,192,14003,1,0,0:0:0:0:
64,192,14219,1,0,0:0:0:0:
64,192,14434,1,0,0:0:0:0:
64,192,14649,1,0,0:0:0:0:
64,192,14865,1,0,0:0:0:0:
64,192,15511,1,0,0:0:0:0:
64,192,15942,1,0,0:0:0:0:
51,192,16588,1,0,0:0:0:0:
64,192,16804,1,0,0:0:0:0:
64,192,17019,1,0,0:0:0:0:
64,192,17235,1,0,0:0:0:0:
64,192,17666,1,0,0:0:0:0:
64,192,18312,1,0,0:0:0:0:
64,192,18527,1,0,0:0:0:0:
64,192,18743,1,0,0:0:0:0:
64,192,18958,1,0,0:0:0:0:
64,192,19389,1,0,0:0:0:0:
51,192,20035,1,0,0:0:0:0:
51,192,20251,1,0,0:0:0:0:
51,192,20466,1,0,0:0:0:0:
64,192,20682,1,0,0:0:0:0:
51,192,21113,1,0,0:0:0:0:
51,192,21759,1,0,0:0:0:0:
51,192,21974,1,0,0:0:0:0:
64,192,22405,1,0,0:0:0:0:
64,192,22621,1,0,0:0:0:0:
51,192,22836,1,0,0:0:0:0:
64,192,23052,1,0,0:0:0:0:
51,192,23267,1,0,0:0:0:0:
51,192,23482,1,0,0:0:0:0:
64,192,23698,1,0,0:0:0:0:
51,192,23913,1,0,0:0:0:0:
64,192,24129,1,0,0:0:0:0:
51,192,24344,1,0,0:0:0:0:
51,192,24560,1,0,0:0:0:0:
64,192,24775,1,0,0:0:0:0:
51,192,24991,1,0,0:0:0:0:
51,192,25206,1,0,0:0:0:0:
51,192,25421,1,0,0:0:0:0:
51,192,25637,1,0,0:0:0:0:
64,192,25852,1,0,0:0:0:0:
51,192,26068,1,0,0:0:0:0:
51,192,26283,1,0,0:0:0:0:
64,192,26499,1,0,0:0:0:0:
64,192,26714,1,0,0:0:0:0:
64,192,26929,1,0,0:0:0:0:
64,192,27145,1,0,0:0:0:0:
64,192,27360,1,0,0:0:0:0:
64,192,27576,1,0,0:0:0:0:
64,192,27791,1,0,0:0:0:0:
64,192,28007,1,0,0:0:0:0:
64,192,28222,1,0,0:0:0:0:
64,192,28438,1,0,0:0:0:0:
64,192,28653,1,0,0:0:0:0:
64,192,28868,1,0,0:0:0:0:
64,192,29084,1,0,0:0:0:0:
64,192,29299,1,0,0:0:0:0:
64,192,29730,1,0,0:0:0:0:
64,192,29946,1,0,0:0:0:0:
64,192,30377,1,0,0:0:0:0:
64,192,30592,1,0,0:0:0:0:
64,192,30807,1,0,0:0:0:0:
64,192,31023,1,0,0:0:0:0:
64,192,31454,1,0,0:0:0:0:
64,192,31669,1,0,0:0:0:0:
64,192,32100,1,0,0:0:0:0:
64,192,32315,1,0,0:0:0:0:
64,192,32531,1,0,0:0:0:0:
64,192,32746,1,0,0:0:0:0:
64,192,33177,1,0,0:0:0:0:
64,192,33393,1,0,0:0:0:0:
64,192,33824,1,0,0:0:0:0:
64,192,34039,1,0,0:0:0:0:
64,192,34254,1,0,0:0:0:0:
64,192,34470,1,0,0:0:0:0:
64,192,34901,1,0,0:0:0:0:
64,192,35116,1,0,0:0:0:0:
64,192,35547,1,0,0:0:0:0:
64,192,35763,1,0,0:0:0:0:
64,192,35978,1,0,0:0:0:0:
64,192,36193,1,0,0:0:0:0:
64,192,36840,1,0,0:0:0:0:
64,192,37486,1,0,0:0:0:0:
64,192,38132,1,0,0:0:0:0:
64,192,38779,1,0,0:0:0:0:
64,192,38994,1,0,0:0:0:0:
64,192,39210,1,0,0:0:0:0:
64,192,39640,1,0,0:0:0:0:
64,192,39856,1,0,0:0:0:0:
64,192,40287,1,0,0:0:0:0:
64,192,40502,1,0,0:0:0:0:
64,192,40933,1,0,0:0:0:0:
64,192,41149,1,0,0:0:0:0:
64,192,41579,1,0,0:0:0:0:
64,192,41795,1,0,0:0:0:0:
64,192,42226,1,0,0:0:0:0:
64,192,42441,1,0,0:0:0:0:
64,192,42657,1,0,0:0:0:0:
64,192,43087,1,0,0:0:0:0:
64,192,43303,1,0,0:0:0:0:
64,192,43734,1,0,0:0:0:0:
64,192,43949,1,0,0:0:0:0:
64,192,44380,1,0,0:0:0:0:
64,192,44596,1,0,0:0:0:0:
64,192,45026,1,0,0:0:0:0:
64,192,45242,1,0,0:0:0:0:
64,192,45673,1,0,0:0:0:0:
64,192,45888,1,0,0:0:0:0:
64,192,46104,1,0,0:0:0:0:
64,192,46535,1,0,0:0:0:0:
64,192,46750,1,0,0:0:0:0:
64,192,47181,1,0,0:0:0:0:
64,192,47396,1,0,0:0:0:0:
64,192,47827,1,0,0:0:0:0:
64,192,48043,1,0,0:0:0:0:
64,192,48473,1,0,0:0:0:0:
64,192,48689,1,0,0:0:0:0:
64,192,49120,1,0,0:0:0:0:
64,192,49335,1,0,0:0:0:0:
64,192,49551,1,0,0:0:0:0:
64,192,49982,1,0,0:0:0:0:
64,192,50197,1,0,0:0:0:0:
64,192,50843,1,0,0:0:0:0:
64,192,51059,1,0,0:0:0:0:
64,192,51274,1,0,0:0:0:0:
64,192,51490,1,0,0:0:0:0:
64,192,52567,1,0,0:0:0:0:
64,192,52782,1,0,0:0:0:0:
64,192,52998,1,0,0:0:0:0:
64,192,53429,1,0,0:0:0:0:
64,192,54721,1,0,0:0:0:0:
64,192,54937,1,0,0:0:0:0:
64,192,56876,1,0,0:0:0:0:
64,192,57522,1,0,0:0:0:0:
64,192,57737,1,0,0:0:0:0:
64,192,58168,1,0,0:0:0:0:
64,192,58384,1,0,0:0:0:0:
64,192,58815,1,0,0:0:0:0:
64,192,59030,1,0,0:0:0:0:
64,192,59461,1,0,0:0:0:0:
64,192,59892,1,0,0:0:0:0:
64,192,60323,1,0,0:0:0:0:
64,192,60969,1,0,0:0:0:0:
64,192,61184,1,0,0:0:0:0:
64,192,61615,1,0,0:0:0:0:
64,192,61831,1,0,0:0:0:0:
64,192,62262,1,0,0:0:0:0:
64,192,62477,1,0,0:0:0:0:
64,192,62908,1,0,0:0:0:0:
64,192,63123,1,0,0:0:0:0:
64,192,63339,1,0,0:0:0:0:
64,192,63770,1,0,0:0:0:0:
64,192,63985,1,0,0:0:0:0:
64,192,64416,1,0,0:0:0:0:
64,192,64631,1,0,0:0:0:0:
64,192,65062,1,0,0:0:0:0:
64,192,65278,1,0,0:0:0:0:
64,192,65709,1,0,0:0:0:0:
64,192,65924,1,0,0:0:0:0:
64,192,66355,1,0,0:0:0:0:
64,192,66570,1,0,0:0:0:0:
64,192,66786,1,0,0:0:0:0:
64,192,67217,1,0,0:0:0:0:
64,192,67432,1,0,0:0:0:0:
64,192,67863,1,0,0:0:0:0:
64,192,68078,1,0,0:0:0:0:
64,192,68509,1,0,0:0:0:0:
64,192,68725,1,0,0:0:0:0:
64,192,69156,1,0,0:0:0:0:
64,192,69371,1,0,0:0:0:0:
64,192,69802,1,0,0:0:0:0:
64,192,70017,1,0,0:0:0:0:
64,192,70233,1,0,0:0:0:0:
64,192,70664,1,0,0:0:0:0:
64,192,70879,1,0,0:0:0:0:
64,192,71310,1,0,0:0:0:0:
64,192,71526,1,0,0:0:0:0:
64,192,71956,1,0,0:0:0:0:
64,192,72172,1,0,0:0:0:0:
64,192,72603,1,0,0:0:0:0:
64,192,72818,1,0,0:0:0:0:
64,192,73249,1,0,0:0:0:0:
64,192,73464,1,0,0:0:0:0:
64,192,73680,1,0,0:0:0:0:
64,192,74111,1,0,0:0:0:0:
64,192,74326,1,0,0:0:0:0:
64,192,74757,1,0,0:0:0:0:
64,192,74973,1,0,0:0:0:0:
64,192,75403,1,0,0:0:0:0:
64,192,75619,1,0,0:0:0:0:
64,192,76050,1,0,0:0:0:0:
64,192,76265,1,0,0:0:0:0:
64,192,76696,1,0,0:0:0:0:
64,192,76912,1,0,0:0:0:0:
64,192,77127,1,0,0:0:0:0:
64,192,77558,1,0,0:0:0:0:
64,192,78420,1,0,0:0:0:0:
64,192,78635,1,0,0:0:0:0:
64,192,78850,1,0,0:0:0:0:
64,192,79066,1,0,0:0:0:0:
64,192,80143,1,0,0:0:0:0:
64,192,80359,1,0,0:0:0:0:
64,192,80574,1,0,0:0:0:0:
64,192,81005,1,0,0:0:0:0:
64,192,81220,1,0,0:0:0:0:
64,192,82298,1,0,0:0:0:0:
64,192,82513,1,0,0:0:0:0:
64,192,84452,1,0,0:0:0:0:
64,192,84667,1,0,0:0:0:0:
64,192,85960,1,0,0:0:0:0:
64,192,86391,1,0,0:0:0:0:
64,192,86606,1,0,0:0:0:0:
64,192,87037,1,0,0:0:0:0:
64,192,87899,1,0,0:0:0:0:
64,192,89192,1,0,0:0:0:0:
64,192,89407,1,0,0:0:0:0:
64,192,90053,1,0,0:0:0:0:
64,192,90269,1,0,0:0:0:0:
64,192,90915,1,0,0:0:0:0:
64,192,91131,1,0,0:0:0:0:
64,192,91777,1,0,0:0:0:0:
64,192,91992,1,0,0:0:0:0:
64,192,92208,1,0,0:0:0:0:
64,192,92423,1,0,0:0:0:0:
64,192,92639,1,0,0:0:0:0:
64,192,93070,1,0,0:0:0:0:
64,192,93500,1,0,0:0:0:0:
64,192,93716,1,0,0:0:0:0:
64,192,93931,1,0,0:0:0:0:
64,192,94147,1,0,0:0:0:0:
64,192,94362,1,0,0:0:0:0:
64,192,94793,1,0,0:0:0:0:
64,192,95224,1,0,0:0:0:0:
64,192,95439,1,0,0:0:0:0:
64,192,95655,1,0,0:0:0:0:
64,192,95870,1,0,0:0:0:0:
64,192,96086,1,0,0:0:0:0:
64,192,96517,1,0,0:0:0:0:
64,192,96947,1,0,0:0:0:0:
64,192,97163,1,0,0:0:0:0:
64,192,97378,1,0,0:0:0:0:
64,192,97594,1,0,0:0:0:0:
64,192,97809,1,0,0:0:0:0:
64,192,98240,1,0,0:0:0:0:
64,192,98456,1,0,0:0:0:0:
64,192,98886,1,0,0:0:0:0:
64,192,99102,1,0,0:0:0:0:
64,192,99317,1,0,0:0:0:0:
64,192,99533,1,0,0:0:0:0:
64,192,99964,1,0,0:0:0:0:
64,192,100394,1,0,0:0:0:0:
64,192,100610,1,0,0:0:0:0:
64,192,100825,1,0,0:0:0:0:
64,192,101041,1,0,0:0:0:0:
64,192,101256,1,0,0:0:0:0:
64,192,101687,1,0,0:0:0:0:
64,192,101903,1,0,0:0:0:0:
64,192,102333,1,0,0:0:0:0:
64,192,102549,1,0,0:0:0:0:
64,192,102764,1,0,0:0:0:0:
64,192,102980,1,0,0:0:0:0:
64,192,103411,1,0,0:0:0:0:
64,192,103842,1,0,0:0:0:0:
64,192,104057,1,0,0:0:0:0:
64,192,104272,1,0,0:0:0:0:
64,192,104488,1,0,0:0:0:0:
64,192,104703,1,0,0:0:0:0:
64,192,105134,1,0,0:0:0:0:
64,192,105996,1,0,0:0:0:0:
64,192,106211,1,0,0:0:0:0:
64,192,106427,1,0,0:0:0:0:
64,192,106642,1,0,0:0:0:0:
64,192,106858,1,0,0:0:0:0:
64,192,107073,1,0,0:0:0:0:
64,192,107289,1,0,0:0:0:0:
64,192,107504,1,0,0:0:0:0:
64,192,107719,1,0,0:0:0:0:
64,192,107935,1,0,0:0:0:0:
64,192,108150,1,0,0:0:0:0:
64,192,108366,1,0,0:0:0:0:
64,192,108581,1,0,0:0:0:0:
64,192,108797,1,0,0:0:0:0:
64,192,109012,1,0,0:0:0:0:
64,192,109228,1,0,0:0:0:0:
64,192,109443,1,0,0:0:0:0:
64,192,109658,1,0,0:0:0:0:
64,192,109874,1,0,0:0:0:0:
64,192,110089,1,0,0:0:0:0:
64,192,110305,1,0,0:0:0:0:
64,192,110520,1,0,0:0:0:0:
64,192,110736,1,0,0:0:0:0:
64,192,110951,1,0,0:0:0:0:
64,192,111166,1,0,0:0:0:0:
64,192,111382,1,0,0:0:0:0:
64,192,111597,1,0,0:0:0:0:
64,192,111813,1,0,0:0:0:0:
64,192,112028,1,0,0:0:0:0:
64,192,112244,1,0,0:0:0:0:
64,192,112459,1,0,0:0:0:0:
64,192,112890,1,0,0:0:0:0:
64,192,113321,1,0,0:0:0:0:
64,192,113967,1,0,0:0:0:0:
64,192,114183,1,0,0:0:0:0:
64,192,114398,1,0,0:0:0:0:
64,192,114614,1,0,0:0:0:0:
64,192,115044,1,0,0:0:0:0:
64,192,115691,1,0,0:0:0:0:
64,192,115906,1,0,0:0:0:0:
64,192,116122,1,0,0:0:0:0:
64,192,116337,1,0,0:0:0:0:
64,192,116768,1,0,0:0:0:0:
64,192,117414,1,0,0:0:0:0:
64,192,117630,1,0,0:0:0:0:
64,192,117845,1,0,0:0:0:0:
64,192,118061,1,0,0:0:0:0:
64,192,118491,1,0,0:0:0:0:
64,192,119138,1,0,0:0:0:0:
64,192,119353,1,0,0:0:0:0:
64,192,119569,1,0,0:0:0:0:
64,192,119999,1,0,0:0:0:0:
64,192,120215,1,0,0:0:0:0:
64,192,120430,1,0,0:0:0:0:
64,192,120646,1,0,0:0:0:0:
64,192,120861,1,0,0:0:0:0:
64,192,121077,1,0,0:0:0:0:
64,192,121292,1,0,0:0:0:0:
64,192,121508,1,0,0:0:0:0:
64,192,121723,1,0,0:0:0:0:
64,192,121938,1,0,0:0:0:0:
64,192,122154,1,0,0:0:0:0:
64,192,122369,1,0,0:0:0:0:
64,192,122585,1,0,0:0:0:0:
64,192,122800,1,0,0:0:0:0:
64,192,123016,1,0,0:0:0:0:
64,192,123231,1,0,0:0:0:0:
64,192,123447,1,0,0:0:0:0:
64,192,123662,1,0,0:0:0:0:
64,192,123877,1,0,0:0:0:0:
64,192,124093,1,0,0:0:0:0:
64,192,124308,1,0,0:0:0:0:
64,192,124524,1,0,0:0:0:0:
64,192,124739,1,0,0:0:0:0:
64,192,124955,1,0,0:0:0:0:
64,192,125170,1,0,0:0:0:0:
64,192,125385,1,0,0:0:0:0:
64,192,125601,1,0,0:0:0:0:
64,192,125816,1,0,0:0:0:0:
64,192,126032,1,0,0:0:0:0:
64,192,126247,1,0,0:0:0:0:
64,192,126463,1,0,0:0:0:0:
64,192,126678,1,0,0:0:0:0:
64,192,127109,1,0,0:0:0:0:
64,192,127324,1,0,0:0:0:0:
64,192,127755,1,0,0:0:0:0:
64,192,127971,1,0,0:0:0:0:
64,192,128186,1,0,0:0:0:0:
64,192,128402,1,0,0:0:0:0:
64,192,128833,1,0,0:0:0:0:
64,192,129048,1,0,0:0:0:0:
64,192,129479,1,0,0:0:0:0:
64,192,129694,1,0,0:0:0:0:
64,192,129910,1,0,0:0:0:0:
64,192,130125,1,0,0:0:0:0:
64,192,130556,1,0,0:0:0:0:
64,192,130771,1,0,0:0:0:0:
64,192,131202,1,0,0:0:0:0:
64,192,131418,1,0,0:0:0:0:
64,192,131633,1,0,0:0:0:0:
64,192,131849,1,0,0:0:0:0:
64,192,132280,1,0,0:0:0:0:
64,192,132495,1,0,0:0:0:0:
64,192,132710,1,0,0:0:0:0:
64,192,132926,1,0,0:0:0:0:
64,192,133141,1,0,0:0:0:0:
64,192,133357,1,0,0:0:0:0:
64,192,133572,1,0,0:0:0:0:
